Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
Havcr1	current symbol	MGI:2159680	Havcr1	hepatitis A virus cellular receptor 1	protein coding gene
Havcr1	human symbol	MGI:2159681	Timd2	T cell immunoglobulin and mucin domain containing 2	protein coding gene
Havcr1	zebrafish symbol	MGI:2445125	Timd4	T cell immunoglobulin and mucin domain containing 4	protein coding gene
Havcr1	human symbol	MGI:3650838	Timd5	T cell immunoglobulin and mucin domain containing 5	protein coding gene
Havcr1	human symbol	MGI:3039605	Timd6	T cell immunoglobulin and mucin domain containing 6	protein coding gene
Havcr2	current symbol	MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	protein coding gene
Hax1	current symbol	MGI:1346319	Hax1	HCLS1 associated X-1	protein coding gene
Hba-a1	current symbol	MGI:96015	Hba-a1	hemoglobin alpha, adult chain 1	protein coding gene
Hba-a2	rat synonym	MGI:96015	Hba-a1	hemoglobin alpha, adult chain 1	protein coding gene
Hba-a2	current symbol	MGI:96016	Hba-a2	hemoglobin alpha, adult chain 2	protein coding gene
Hba-x	current symbol	MGI:96019	Hba-x	hemoglobin X, alpha-like embryonic chain in Hba complex	protein coding gene
Hbb-b1	current symbol	MGI:96021	Hbb-b1	hemoglobin, beta adult major chain	protein coding gene
Hbb-b2	current symbol	MGI:96022	Hbb-b2	hemoglobin, beta adult minor chain	protein coding gene
Hbb-bh0	current symbol	MGI:96023	Hbb-bh0	hemoglobin, beta, pseudogene bh0	pseudogene
Hbb-bh1	current symbol	MGI:96024	Hbb-bh1	hemoglobin Z, beta-like embryonic chain	protein coding gene
Hbb-bh2	current symbol	MGI:96025	Hbb-bh2	hemoglobin beta, bh2	protein coding gene
Hbb-bs	rat symbol	MGI:96021	Hbb-b1	hemoglobin, beta adult major chain	protein coding gene
Hbb-bs	rat symbol	MGI:96022	Hbb-b2	hemoglobin, beta adult minor chain	protein coding gene
Hbb-bs	current symbol	MGI:5474852	Hbb-bs	hemoglobin, beta adult s chain	protein coding gene
Hbb-bs	rat symbol	MGI:5474850	Hbb-bt	hemoglobin, beta adult t chain	protein coding gene
Hbb-bt	current symbol	MGI:5474850	Hbb-bt	hemoglobin, beta adult t chain	protein coding gene
Hbb-y	rat synonym	MGI:96024	Hbb-bh1	hemoglobin Z, beta-like embryonic chain	protein coding gene
Hbb-y	current symbol	MGI:96027	Hbb-y	hemoglobin Y, beta-like embryonic chain	protein coding gene
Hbegf	current symbol	MGI:96070	Hbegf	heparin-binding EGF-like growth factor	protein coding gene
Hbp1	current symbol	MGI:894659	Hbp1	high mobility group box transcription factor 1	protein coding gene
Hbs1l	current symbol	MGI:1891704	Hbs1l	Hbs1-like (S. cerevisiae)	protein coding gene
Hc	human synonym	MGI:2388633	Cltc	clathrin heavy chain	protein coding gene
Hc	current symbol	MGI:96031	Hc	hemolytic complement	protein coding gene
Hc	synonym	MGI:5574483	Tg(Igh-VHyHEL10/Ighm/Ighd)2Ccg	transgene insertion 2, Christopher C Goodnow	transgene
Hcar1	current symbol	MGI:2441671	Hcar1	hydrocarboxylic acid receptor 1	protein coding gene
Hcar2	current symbol	MGI:1933383	Hcar2	hydroxycarboxylic acid receptor 2	protein coding gene
Hccs	current symbol	MGI:106911	Hccs	holocytochrome c synthetase	protein coding gene
Hcfc1	current symbol	MGI:105942	Hcfc1	host cell factor C1	protein coding gene
Hcfc1r1	current symbol	MGI:2663619	Hcfc1r1	host cell factor C1 regulator 1 (XPO1-dependent)	protein coding gene
Hcfc2	current symbol	MGI:1915183	Hcfc2	host cell factor C2	protein coding gene
Hck	current symbol	MGI:96052	Hck	hemopoietic cell kinase	protein coding gene
Hcls1	current symbol	MGI:104568	Hcls1	hematopoietic cell specific Lyn substrate 1	protein coding gene
Hcn1	current symbol	MGI:1096392	Hcn1	hyperpolarization activated cyclic nucleotide gated potassium channel 1	protein coding gene
Hcn2	current symbol	MGI:1298210	Hcn2	hyperpolarization-activated, cyclic nucleotide-gated K+ 2	protein coding gene
Hcn3	current symbol	MGI:1298211	Hcn3	hyperpolarization-activated, cyclic nucleotide-gated K+ 3	protein coding gene
Hcn4	current symbol	MGI:1298209	Hcn4	hyperpolarization-activated, cyclic nucleotide-gated K+ 4	protein coding gene
Hcrt	current symbol	MGI:1202306	Hcrt	hypocretin	protein coding gene
Hcrtr1	current symbol	MGI:2385650	Hcrtr1	hypocretin (orexin) receptor 1	protein coding gene
Hcrtr2	human synonym	MGI:1889024	Cd200r1	CD200 receptor 1	protein coding gene
Hcrtr2	human synonym	MGI:2442797	Cd200r1l	CD200 receptor 1 like	protein coding gene
Hcrtr2	human synonym	MGI:3042847	Cd200r2	Cd200 receptor 2	protein coding gene
Hcrtr2	human synonym	MGI:1921853	Cd200r3	CD200 receptor 3	protein coding gene
Hcrtr2	human synonym	MGI:3036289	Cd200r4	CD200 receptor 4	protein coding gene
Hcrtr2	current symbol	MGI:2680765	Hcrtr2	hypocretin (orexin) receptor 2	protein coding gene
Hcst	current symbol	MGI:1344360	Hcst	hematopoietic cell signal transducer	protein coding gene
Hcst	human synonym	MGI:1345622	Slc35a1	solute carrier family 35 (CMP-sialic acid transporter), member 1	protein coding gene
Hdac1	current symbol	MGI:108086	Hdac1	histone deacetylase 1	protein coding gene
Hdac10	current symbol	MGI:2158340	Hdac10	histone deacetylase 10	protein coding gene
Hdac11	current symbol	MGI:2385252	Hdac11	histone deacetylase 11	protein coding gene
Hdac2	current symbol	MGI:1097691	Hdac2	histone deacetylase 2	protein coding gene
Hdac3	current symbol	MGI:1343091	Hdac3	histone deacetylase 3	protein coding gene
Hdac4	current symbol	MGI:3036234	Hdac4	histone deacetylase 4	protein coding gene
Hdac5	current symbol	MGI:1333784	Hdac5	histone deacetylase 5	protein coding gene
Hdac6	current symbol	MGI:1333752	Hdac6	histone deacetylase 6	protein coding gene
Hdac7	current symbol	MGI:1891835	Hdac7	histone deacetylase 7	protein coding gene
Hdac7	human synonym	MGI:1931221	Hdac9	histone deacetylase 9	protein coding gene
Hdac8	current symbol	MGI:1917565	Hdac8	histone deacetylase 8	protein coding gene
Hdac9	current symbol	MGI:1931221	Hdac9	histone deacetylase 9	protein coding gene
Hdc	current symbol	MGI:96062	Hdc	histidine decarboxylase	protein coding gene
Hdc	human synonym	MGI:2685715	Heca	hdc homolog, cell cycle regulator	protein coding gene
Hddc2	current symbol	MGI:1916942	Hddc2	HD domain containing 2	protein coding gene
Hddc3	current symbol	MGI:1915945	Hddc3	HD domain containing 3	protein coding gene
Hdgf	current symbol	MGI:1194494	Hdgf	heparin binding growth factor	protein coding gene
Hdgfl2	current symbol	MGI:1194492	Hdgfl2	HDGF like 2	protein coding gene
Hdgfl3	current symbol	MGI:1352760	Hdgfl3	HDGF like 3	protein coding gene
Hdhd2	current symbol	MGI:1924237	Hdhd2	haloacid dehalogenase-like hydrolase domain containing 2	protein coding gene
Hdhd2	rat symbol	MGI:1913441	Ier3ip1	immediate early response 3 interacting protein 1	protein coding gene
Hdhd3	current symbol	MGI:1919998	Hdhd3	haloacid dehalogenase-like hydrolase domain containing 3	protein coding gene
Hdlbp	current symbol	MGI:99256	Hdlbp	high density lipoprotein (HDL) binding protein	protein coding gene
Hdx	current symbol	MGI:2685226	Hdx	highly divergent homeobox	protein coding gene
Heatr1	current symbol	MGI:2442524	Heatr1	HEAT repeat containing 1	protein coding gene
Heatr3	current symbol	MGI:2444491	Heatr3	HEAT repeat containing 3	protein coding gene
Heatr5b	current symbol	MGI:2444098	Heatr5b	HEAT repeat containing 5B	protein coding gene
Hebp1	current symbol	MGI:1333880	Hebp1	heme binding protein 1	protein coding gene
Hebp1	human synonym	MGI:108420	Nfe2l2	nuclear factor, erythroid derived 2, like 2	protein coding gene
Hebp2	current symbol	MGI:1860084	Hebp2	heme binding protein 2	protein coding gene
Heca	current symbol	MGI:2685715	Heca	hdc homolog, cell cycle regulator	protein coding gene
Hectd1	current symbol	MGI:2384768	Hectd1	HECT domain E3 ubiquitin protein ligase 1	protein coding gene
Hectd2	current symbol	MGI:2442663	Hectd2	HECT domain E3 ubiquitin protein ligase 2	protein coding gene
Hectd3	current symbol	MGI:1923858	Hectd3	HECT domain E3 ubiquitin protein ligase 3	protein coding gene
Hectd4	current symbol	MGI:3647820	Hectd4	HECT domain E3 ubiquitin protein ligase 4	protein coding gene
Hecw1	current symbol	MGI:2444115	Hecw1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	protein coding gene
Hecw2	current symbol	MGI:2685817	Hecw2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	protein coding gene
Heg1	current symbol	MGI:1924696	Heg1	heart development protein with EGF-like domains 1	protein coding gene
Helb	current symbol	MGI:2152895	Helb	helicase (DNA) B	protein coding gene
Hells	current symbol	MGI:106209	Hells	helicase, lymphoid specific	protein coding gene
Helq	current symbol	MGI:2176740	Helq	helicase, POLQ-like	protein coding gene
Helt	current symbol	MGI:3040955	Helt	helt bHLH transcription factor	protein coding gene
Helz	current symbol	MGI:1925705	Helz	helicase with zinc finger domain	protein coding gene
Helz2	current symbol	MGI:2385169	Helz2	helicase with zinc finger 2, transcriptional coactivator	protein coding gene
Hemgn	current symbol	MGI:2136910	Hemgn	hemogen	protein coding gene
Hemk1	current symbol	MGI:1916786	Hemk1	HemK methyltransferase family member 1	protein coding gene
Henmt1	current symbol	MGI:1913965	Henmt1	HEN1 methyltransferase homolog 1 (Arabidopsis)	protein coding gene
Hepacam	current symbol	MGI:1920177	Hepacam	hepatocyte cell adhesion molecule	protein coding gene
Hepacam2	current symbol	MGI:2141520	Hepacam2	HEPACAM family member 2	protein coding gene
Heph	current symbol	MGI:1332240	Heph	hephaestin	protein coding gene
Hephl1	current symbol	MGI:2685355	Hephl1	hephaestin-like 1	protein coding gene
Herc2	current symbol	MGI:103234	Herc2	HECT and RLD domain containing E3 ubiquitin protein ligase 2	protein coding gene
Herc4	current symbol	MGI:1914595	Herc4	hect domain and RLD 4	protein coding gene
Herc6	current symbol	MGI:1914388	Herc6	hect domain and RLD 6	protein coding gene
Herpud1	current symbol	MGI:1927406	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	protein coding gene
Herpud2	current symbol	MGI:1915393	Herpud2	HERPUD family member 2	protein coding gene
Hes1	human synonym	MGI:1351861	Gatd3a	glutamine amidotransferase like class 1 domain containing 3A	protein coding gene
Hes1	current symbol	MGI:104853	Hes1	hes family bHLH transcription factor 1	protein coding gene
Hes2	current symbol	MGI:1098624	Hes2	hes family bHLH transcription factor 2	protein coding gene
Hes3	current symbol	MGI:104877	Hes3	hes family bHLH transcription factor 3	protein coding gene
Hes5	current symbol	MGI:104876	Hes5	hes family bHLH transcription factor 5	protein coding gene
Hes6	current symbol	MGI:1859852	Hes6	hairy and enhancer of split 6	protein coding gene
Hes7	current symbol	MGI:2135679	Hes7	hes family bHLH transcription factor 7	protein coding gene
Hesx1	zebrafish symbol	MGI:1920243	Appl1	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1	protein coding gene
Hesx1	current symbol	MGI:96071	Hesx1	homeobox gene expressed in ES cells	protein coding gene
Hexa	current symbol	MGI:96073	Hexa	hexosaminidase A	protein coding gene
Hexb	current symbol	MGI:96074	Hexb	hexosaminidase B	protein coding gene
Hexd	current symbol	MGI:3605542	Hexd	hexosaminidase D	protein coding gene
Hexim1	current symbol	MGI:2385923	Hexim1	hexamethylene bis-acetamide inducible 1	protein coding gene
Hexim1	zebrafish symbol	MGI:1918309	Hexim2	hexamethylene bis-acetamide inducible 2	protein coding gene
Hexim2	current symbol	MGI:1918309	Hexim2	hexamethylene bis-acetamide inducible 2	protein coding gene
Hey1	current symbol	MGI:1341800	Hey1	hairy/enhancer-of-split related with YRPW motif 1	protein coding gene
Hey2	current symbol	MGI:1341884	Hey2	hairy/enhancer-of-split related with YRPW motif 2	protein coding gene
Heyl	current symbol	MGI:1860511	Heyl	hairy/enhancer-of-split related with YRPW motif-like	protein coding gene
Hfe	current symbol	MGI:109191	Hfe	homeostatic iron regulator	protein coding gene
Hfm1	current symbol	MGI:3036246	Hfm1	HFM1, ATP-dependent DNA helicase homolog	protein coding gene
Hfm1	synonym	MGI:2389057	Hrtfm1	heart failure modifier 1	QTL
Hgd	current symbol	MGI:96078	Hgd	homogentisate 1, 2-dioxygenase	protein coding gene
Hgf	current symbol	MGI:96079	Hgf	hepatocyte growth factor	protein coding gene
Hgf	human synonym	MGI:96559	Il6	interleukin 6	protein coding gene
Hgf	human synonym	MGI:98354	Sos1	SOS Ras/Rac guanine nucleotide exchange factor 1	protein coding gene
Hgfac	current symbol	MGI:1859281	Hgfac	hepatocyte growth factor activator	protein coding gene
Hgs	current symbol	MGI:104681	Hgs	HGF-regulated tyrosine kinase substrate	protein coding gene
Hgsnat	current symbol	MGI:1196297	Hgsnat	heparan-alpha-glucosaminide N-acetyltransferase	protein coding gene
Hhat	current symbol	MGI:2444681	Hhat	hedgehog acyltransferase	protein coding gene
Hhatl	current symbol	MGI:1922020	Hhatl	hedgehog acyltransferase-like	protein coding gene
Hhex	current symbol	MGI:96086	Hhex	hematopoietically expressed homeobox	protein coding gene
Hhip	current symbol	MGI:1341847	Hhip	Hedgehog-interacting protein	protein coding gene
Hhipl1	current symbol	MGI:1919265	Hhipl1	hedgehog interacting protein-like 1	protein coding gene
Hhipl2	current symbol	MGI:1926022	Hhipl2	hedgehog interacting protein-like 2	protein coding gene
Hhla1	current symbol	MGI:3615329	Hhla1	HERV-H LTR-associating 1	protein coding gene
Hibadh	current symbol	MGI:1889802	Hibadh	3-hydroxyisobutyrate dehydrogenase	protein coding gene
Hibch	current symbol	MGI:1923792	Hibch	3-hydroxyisobutyryl-Coenzyme A hydrolase	protein coding gene
Hic1	current symbol	MGI:1338010	Hic1	hypermethylated in cancer 1	protein coding gene
Hic2	current symbol	MGI:1929869	Hic2	hypermethylated in cancer 2	protein coding gene
Hid1	current symbol	MGI:2445087	Hid1	HID1 domain containing	protein coding gene
Hif1a	current symbol	MGI:106918	Hif1a	hypoxia inducible factor 1, alpha subunit	protein coding gene
Hif1an	current symbol	MGI:2442345	Hif1an	hypoxia-inducible factor 1, alpha subunit inhibitor	protein coding gene
Hif3a	current symbol	MGI:1859778	Hif3a	hypoxia inducible factor 3, alpha subunit	protein coding gene
Higd1a	current symbol	MGI:1930666	Higd1a	HIG1 domain family, member 1A	protein coding gene
Higd1b	current symbol	MGI:1922939	Higd1b	HIG1 domain family, member 1B	protein coding gene
Higd1c	current symbol	MGI:2685767	Higd1c	HIG1 domain family, member 1C	protein coding gene
Higd2a	current symbol	MGI:1914294	Higd2a	HIG1 domain family, member 2A	protein coding gene
Hikeshi	current symbol	MGI:96738	Hikeshi	heat shock protein nuclear import factor	protein coding gene
Hilpda	current symbol	MGI:1916823	Hilpda	hypoxia inducible lipid droplet associated	protein coding gene
Hinfp	current symbol	MGI:2429620	Hinfp	histone H4 transcription factor	protein coding gene
Hint1	current symbol	MGI:1321133	Hint1	histidine triad nucleotide binding protein 1	protein coding gene
Hint2	current symbol	MGI:1916167	Hint2	histidine triad nucleotide binding protein 2	protein coding gene
Hint3	current symbol	MGI:1914097	Hint3	histidine triad nucleotide binding protein 3	protein coding gene
Hip1	synonym	MGI:1341847	Hhip	Hedgehog-interacting protein	protein coding gene
Hip1	current symbol	MGI:1099804	Hip1	huntingtin interacting protein 1	protein coding gene
Hip1	synonym	MGI:3770304	Hipq1	hyperinsulin production QTL 1	QTL
Hip1	synonym	MGI:7256552	Hiwp1	host interacting with pathogen QTL 1, rv0770	QTL
Hip1r	current symbol	MGI:1352504	Hip1r	huntingtin interacting protein 1 related	protein coding gene
Hipk1	current symbol	MGI:1314873	Hipk1	homeodomain interacting protein kinase 1	protein coding gene
Hipk2	current symbol	MGI:1314872	Hipk2	homeodomain interacting protein kinase 2	protein coding gene
Hipk3	current symbol	MGI:1314882	Hipk3	homeodomain interacting protein kinase 3	protein coding gene
Hipk4	current symbol	MGI:2685008	Hipk4	homeodomain interacting protein kinase 4	protein coding gene
Hira	current symbol	MGI:99430	Hira	histone cell cycle regulator	protein coding gene
Hirip3	current symbol	MGI:2142364	Hirip3	HIRA interacting protein 3	protein coding gene
Hivep1	current symbol	MGI:96100	Hivep1	human immunodeficiency virus type I enhancer binding protein 1	protein coding gene
Hivep2	current symbol	MGI:1338076	Hivep2	human immunodeficiency virus type I enhancer binding protein 2	protein coding gene
Hivep3	current symbol	MGI:106589	Hivep3	human immunodeficiency virus type I enhancer binding protein 3	protein coding gene
Hjurp	current symbol	MGI:2685821	Hjurp	Holliday junction recognition protein	protein coding gene
Hjv	current symbol	MGI:1916835	Hjv	hemojuvelin BMP co-receptor	protein coding gene
Hk1	human synonym	MGI:95292	Egfbp2	epidermal growth factor binding protein type B	protein coding gene
Hk1	current symbol	MGI:96103	Hk1	hexokinase 1	protein coding gene
Hk1	human synonym	MGI:1925213	Hook1	hook microtubule tethering protein 1	protein coding gene
Hk1	human synonym	MGI:96661	Kcna4	potassium voltage-gated channel, shaker-related subfamily, member 4	protein coding gene
Hk1	human synonym	MGI:102850	Klk1	kallikrein 1	protein coding gene
Hk1	human synonym	MGI:892019	Klk1b1	kallikrein 1-related peptidase b1	protein coding gene
Hk1	human synonym	MGI:97322	Klk1b3	kallikrein 1-related peptidase b3	protein coding gene
Hk1	human synonym	MGI:97320	Klk1b4	kallikrein 1-related pepidase b4	protein coding gene
Hk1	human synonym	MGI:892020	Klk1b5	kallikrein 1-related peptidase b5	protein coding gene
Hk1	human synonym	MGI:892018	Klk1b8	kallikrein 1-related peptidase b8	protein coding gene
Hk1	human synonym	MGI:95293	Klk1b9	kallikrein 1-related peptidase b9	protein coding gene
Hk1	human synonym	MGI:892023	Klk1b11	kallikrein 1-related peptidase b11	protein coding gene
Hk1	human synonym	MGI:891982	Klk1b16	kallikrein 1-related peptidase b16	protein coding gene
Hk1	human synonym	MGI:892022	Klk1b21	kallikrein 1-related peptidase b21	protein coding gene
Hk1	human synonym	MGI:95291	Klk1b22	kallikrein 1-related peptidase b22	protein coding gene
Hk1	human synonym	MGI:892021	Klk1b24	kallikrein 1-related peptidase b24	protein coding gene
Hk1	human synonym	MGI:891981	Klk1b26	kallikrein 1-related petidase b26	protein coding gene
Hk1	human synonym	MGI:891980	Klk1b27	kallikrein 1-related peptidase b27	protein coding gene
Hk1	human synonym	MGI:1931130	Tac4	tachykinin 4	protein coding gene
Hk2	human synonym	MGI:95292	Egfbp2	epidermal growth factor binding protein type B	protein coding gene
Hk2	current symbol	MGI:1315197	Hk2	hexokinase 2	protein coding gene
Hk2	human synonym	MGI:2181664	Hook2	hook microtubule tethering protein 2	protein coding gene
Hk2	human synonym	MGI:96662	Kcna5	potassium voltage-gated channel, shaker-related subfamily, member 5	protein coding gene
Hk2	human synonym	MGI:108390	Kif2a	kinesin family member 2A	protein coding gene
Hk2	human synonym	MGI:102850	Klk1	kallikrein 1	protein coding gene
Hk2	human synonym	MGI:892019	Klk1b1	kallikrein 1-related peptidase b1	protein coding gene
Hk2	human synonym	MGI:97322	Klk1b3	kallikrein 1-related peptidase b3	protein coding gene
Hk2	human synonym	MGI:97320	Klk1b4	kallikrein 1-related pepidase b4	protein coding gene
Hk2	human synonym	MGI:892020	Klk1b5	kallikrein 1-related peptidase b5	protein coding gene
Hk2	human synonym	MGI:892018	Klk1b8	kallikrein 1-related peptidase b8	protein coding gene
Hk2	human synonym	MGI:95293	Klk1b9	kallikrein 1-related peptidase b9	protein coding gene
Hk2	human synonym	MGI:892023	Klk1b11	kallikrein 1-related peptidase b11	protein coding gene
Hk2	human synonym	MGI:891982	Klk1b16	kallikrein 1-related peptidase b16	protein coding gene
Hk2	human synonym	MGI:892022	Klk1b21	kallikrein 1-related peptidase b21	protein coding gene
Hk2	human synonym	MGI:95291	Klk1b22	kallikrein 1-related peptidase b22	protein coding gene
Hk2	human synonym	MGI:892021	Klk1b24	kallikrein 1-related peptidase b24	protein coding gene
Hk2	human synonym	MGI:891981	Klk1b26	kallikrein 1-related petidase b26	protein coding gene
Hk2	human synonym	MGI:891980	Klk1b27	kallikrein 1-related peptidase b27	protein coding gene
Hk3	current symbol	MGI:2670962	Hk3	hexokinase 3	protein coding gene
Hk3	human synonym	MGI:2443554	Hook3	hook microtubule tethering protein 3	protein coding gene
Hk3	human synonym	MGI:102850	Klk1	kallikrein 1	protein coding gene
Hk3	human synonym	MGI:892019	Klk1b1	kallikrein 1-related peptidase b1	protein coding gene
Hk3	human synonym	MGI:97322	Klk1b3	kallikrein 1-related peptidase b3	protein coding gene
Hk3	human synonym	MGI:97320	Klk1b4	kallikrein 1-related pepidase b4	protein coding gene
Hk3	human synonym	MGI:892020	Klk1b5	kallikrein 1-related peptidase b5	protein coding gene
Hk3	human synonym	MGI:892018	Klk1b8	kallikrein 1-related peptidase b8	protein coding gene
Hk3	human synonym	MGI:95293	Klk1b9	kallikrein 1-related peptidase b9	protein coding gene
Hk3	human synonym	MGI:892023	Klk1b11	kallikrein 1-related peptidase b11	protein coding gene
Hk3	human synonym	MGI:891982	Klk1b16	kallikrein 1-related peptidase b16	protein coding gene
Hk3	human synonym	MGI:892022	Klk1b21	kallikrein 1-related peptidase b21	protein coding gene
Hk3	human synonym	MGI:95291	Klk1b22	kallikrein 1-related peptidase b22	protein coding gene
Hk3	human synonym	MGI:892021	Klk1b24	kallikrein 1-related peptidase b24	protein coding gene
Hk3	human synonym	MGI:891981	Klk1b26	kallikrein 1-related petidase b26	protein coding gene
Hk3	human synonym	MGI:891980	Klk1b27	kallikrein 1-related peptidase b27	protein coding gene
Hkdc1	current symbol	MGI:2384910	Hkdc1	hexokinase domain containing 1	protein coding gene
Hlcs	current symbol	MGI:894646	Hlcs	holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase)	protein coding gene
Hlf	synonym	MGI:109169	Epas1	endothelial PAS domain protein 1	protein coding gene
Hlf	current symbol	MGI:96108	Hlf	hepatic leukemia factor	protein coding gene
Hltf	current symbol	MGI:1196437	Hltf	helicase-like transcription factor	protein coding gene
Hlx	current symbol	MGI:96109	Hlx	H2.0-like homeobox	protein coding gene
Hmbox1	current symbol	MGI:2445066	Hmbox1	homeobox containing 1	protein coding gene
Hmbs	current symbol	MGI:96112	Hmbs	hydroxymethylbilane synthase	protein coding gene
Hmces	current symbol	MGI:1914053	Hmces	5-hydroxymethylcytosine (hmC) binding, ES cell specific	protein coding gene
Hmcn1	current symbol	MGI:2685047	Hmcn1	hemicentin 1	protein coding gene
Hmcn2	current symbol	MGI:2677838	Hmcn2	hemicentin 2	protein coding gene
Hmg20a	current symbol	MGI:1914117	Hmg20a	high mobility group 20A	protein coding gene
Hmg20b	current symbol	MGI:1341190	Hmg20b	high mobility group 20B	protein coding gene
Hmga1	current symbol	MGI:96160	Hmga1	high mobility group AT-hook 1	protein coding gene
Hmga1	human symbol	MGI:96161	Hmga1b	high mobility group AT-hook 1B	protein coding gene
Hmga1b	synonym	MGI:96160	Hmga1	high mobility group AT-hook 1	protein coding gene
Hmga1b	current symbol	MGI:96161	Hmga1b	high mobility group AT-hook 1B	protein coding gene
Hmga2	current symbol	MGI:101761	Hmga2	high mobility group AT-hook 2	protein coding gene
Hmgb1	rat synonym	MGI:894659	Hbp1	high mobility group box transcription factor 1	protein coding gene
Hmgb1	current symbol	MGI:96113	Hmgb1	high mobility group box 1	protein coding gene
Hmgb2	current symbol	MGI:96157	Hmgb2	high mobility group box 2	protein coding gene
Hmgb3	current symbol	MGI:1098219	Hmgb3	high mobility group box 3	protein coding gene
Hmgb4	current symbol	MGI:1916567	Hmgb4	high-mobility group box 4	protein coding gene
Hmgcl	current symbol	MGI:96158	Hmgcl	3-hydroxy-3-methylglutaryl-Coenzyme A lyase	protein coding gene
Hmgcll1	current symbol	MGI:2446108	Hmgcll1	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1	protein coding gene
Hmgcr	current symbol	MGI:96159	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	protein coding gene
Hmgcs1	current symbol	MGI:107592	Hmgcs1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	protein coding gene
Hmgcs1	rat synonym	MGI:101939	Hmgcs2	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2	protein coding gene
Hmgcs2	current symbol	MGI:101939	Hmgcs2	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2	protein coding gene
Hmgn1	current symbol	MGI:96120	Hmgn1	high mobility group nucleosomal binding domain 1	protein coding gene
Hmgn2	zebrafish symbol	MGI:5012564	Gm20379	predicted gene, 20379	protein coding gene
Hmgn2	current symbol	MGI:96136	Hmgn2	high mobility group nucleosomal binding domain 2	protein coding gene
Hmgn2	human symbol	MGI:3704312	Hmgn2-ps	high mobility group nucleosomal binding domain 2, pseudogene	protein coding gene
Hmgn2-ps	current symbol	MGI:3704312	Hmgn2-ps	high mobility group nucleosomal binding domain 2, pseudogene	protein coding gene
Hmgn3	current symbol	MGI:2138069	Hmgn3	high mobility group nucleosomal binding domain 3	protein coding gene
Hmgn5	current symbol	MGI:1355295	Hmgn5	high-mobility group nucleosome binding domain 5	protein coding gene
Hmgxb4	current symbol	MGI:1918073	Hmgxb4	HMG box domain containing 4	protein coding gene
Hmmr	current symbol	MGI:104667	Hmmr	hyaluronan mediated motility receptor (RHAMM)	protein coding gene
Hmox1	current symbol	MGI:96163	Hmox1	heme oxygenase 1	protein coding gene
Hmox2	current symbol	MGI:109373	Hmox2	heme oxygenase 2	protein coding gene
Hmx1	current symbol	MGI:107178	Hmx1	H6 homeobox 1	protein coding gene
Hmx2	current symbol	MGI:107159	Hmx2	H6 homeobox 2	protein coding gene
Hmx3	current symbol	MGI:107160	Hmx3	H6 homeobox 3	protein coding gene
Hnf1a	current symbol	MGI:98504	Hnf1a	HNF1 homeobox A	protein coding gene
Hnf1b	current symbol	MGI:98505	Hnf1b	HNF1 homeobox B	protein coding gene
Hnf4a	human synonym	MGI:98504	Hnf1a	HNF1 homeobox A	protein coding gene
Hnf4a	current symbol	MGI:109128	Hnf4a	hepatic nuclear factor 4, alpha	protein coding gene
Hnf4g	current symbol	MGI:1353604	Hnf4g	hepatocyte nuclear factor 4, gamma	protein coding gene
Hnmt	current symbol	MGI:2153181	Hnmt	histamine N-methyltransferase	protein coding gene
Hnrnpa0	current symbol	MGI:1924384	Hnrnpa0	heterogeneous nuclear ribonucleoprotein A0	protein coding gene
Hnrnpa1	current symbol	MGI:104820	Hnrnpa1	heterogeneous nuclear ribonucleoprotein A1	protein coding gene
Hnrnpa2b1	current symbol	MGI:104819	Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1	protein coding gene
Hnrnpa3	current symbol	MGI:1917171	Hnrnpa3	heterogeneous nuclear ribonucleoprotein A3	protein coding gene
Hnrnpab	current symbol	MGI:1330294	Hnrnpab	heterogeneous nuclear ribonucleoprotein A/B	protein coding gene
Hnrnpc	current symbol	MGI:107795	Hnrnpc	heterogeneous nuclear ribonucleoprotein C	protein coding gene
Hnrnpd	current symbol	MGI:101947	Hnrnpd	heterogeneous nuclear ribonucleoprotein D	protein coding gene
Hnrnpdl	current symbol	MGI:1355299	Hnrnpdl	heterogeneous nuclear ribonucleoprotein D-like	protein coding gene
Hnrnpf	current symbol	MGI:2138741	Hnrnpf	heterogeneous nuclear ribonucleoprotein F	protein coding gene
Hnrnph1	zebrafish symbol	MGI:2138741	Hnrnpf	heterogeneous nuclear ribonucleoprotein F	protein coding gene
Hnrnph1	current symbol	MGI:1891925	Hnrnph1	heterogeneous nuclear ribonucleoprotein H1	protein coding gene
