Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
Q9EQZ7	SWISS-PROT	MGI:2152972	Rims2	regulating synaptic membrane exocytosis 2	protein coding gene
P58390	SWISS-PROT	MGI:2153182	Kcnn2	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	protein coding gene
Q8C460	SWISS-PROT	MGI:2153887	Eri3	exoribonuclease 3	protein coding gene
P61965	SWISS-PROT	MGI:2155884	Wdr5	WD repeat domain 5	protein coding gene
Q8VH51	SWISS-PROT	MGI:2157953	Rbm39	RNA binding motif protein 39	protein coding gene
Q6PGF3	SWISS-PROT	MGI:2158394	Med16	mediator complex subunit 16	protein coding gene
Q8K4C2	SWISS-PROT	MGI:2159336	Il17rc	interleukin 17 receptor C	protein coding gene
Q0QWG9	SWISS-PROT	MGI:2176213	Grid2ip	glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein 1	protein coding gene
000037301		No associated gene			
Q91ZE9	SWISS-PROT	MGI:2176433	Bmf	BCL2 modifying factor	protein coding gene
Q8BIF0	SWISS-PROT	MGI:2177151	Cd99l2	CD99 antigen-like 2	protein coding gene
000035652		No associated gene			
000044836		No associated gene			
Q8K4Z3	SWISS-PROT	MGI:2180167	Naxe	NAD(P)HX epimerase	protein coding gene
Q80WJ1	SWISS-PROT	MGI:2181461	Ggn	gametogenetin	protein coding gene
Q8VCD5	SWISS-PROT	MGI:2182585	Med17	mediator complex subunit 17	protein coding gene
Q6ZPK0	SWISS-PROT	MGI:2384756	Phf21a	PHD finger protein 21A	protein coding gene
Q8BVF7	SWISS-PROT	MGI:2385110	Aph1a	aph1 homolog A, gamma secretase subunit	protein coding gene
A2AJ88	SWISS-PROT	MGI:2385325	Pnpla7	patatin-like phospholipase domain containing 7	protein coding gene
Q9ESL4	SWISS-PROT	MGI:2443258	Map3k20	mitogen-activated protein kinase kinase kinase 20	protein coding gene
Q8BXP5	SWISS-PROT	MGI:2443398	Ankrd33	ankyrin repeat domain 33	protein coding gene
Q6NS45	SWISS-PROT	MGI:2443639	Ccdc66	coiled-coil domain containing 66	protein coding gene
Q5DQR4	SWISS-PROT	MGI:2443815	Stxbp5l	syntaxin binding protein 5-like	protein coding gene
Q8VCQ6	SWISS-PROT	MGI:2444110	Sgms1	sphingomyelin synthase 1	protein coding gene
000045374		No associated gene			
000028845		No associated gene			
Q80VA5	SWISS-PROT	MGI:2444417	Sh3tc2	SH3 domain and tetratricopeptide repeats 2	protein coding gene
Q8BG87	SWISS-PROT	MGI:2446229	Tet3	tet methylcytosine dioxygenase 3	protein coding gene
000035654		No associated gene			
000035602		No associated gene			
Q3TUF7	SWISS-PROT	MGI:2447762	Yeats2	YEATS domain containing 2	protein coding gene
Q4VAA2	SWISS-PROT	MGI:2448759	Cdv3	carnitine deficiency-associated gene expressed in ventricle 3	protein coding gene
Q6ZWQ0	SWISS-PROT	MGI:2449316	Syne2	spectrin repeat containing, nuclear envelope 2	protein coding gene
Q8CIZ9	SWISS-PROT	MGI:2450016	Nox1	NADPH oxidase 1	protein coding gene
Q810B3	SWISS-PROT	MGI:2669849	Bsx	brain specific homeobox	protein coding gene
Q5SXI5	SWISS-PROT	MGI:2679270	Zkscan17	zinc finger with KRAB and SCAN domains 17	protein coding gene
000045531		No associated gene			
000045532		No associated gene			
A2CG49	SWISS-PROT	MGI:2685385	Kalrn	kalirin, RhoGEF kinase	protein coding gene
Q5SWW4	SWISS-PROT	MGI:3029632	Med13	mediator complex subunit 13	protein coding gene
Q5SS91	SWISS-PROT	MGI:3041199	Sun3	Sad1 and UNC84 domain containing 3	protein coding gene
Q14AT5	SWISS-PROT	MGI:3052714	Ano7	anoctamin 7	protein coding gene
000050539		No associated gene			
E2JF22	SWISS-PROT	MGI:3603204	Piezo1	piezo-type mechanosensitive ion channel component 1	protein coding gene
Q3U4H6	SWISS-PROT	MGI:3605542	Hexd	hexosaminidase D	protein coding gene
D2EAC2	SWISS-PROT	MGI:3828086	Zbed6	zinc finger, BED type containing 6	protein coding gene
A2ASQ1	SWISS-PROT	MGI:87961	Agrn	agrin	protein coding gene
Q9R0Y5	SWISS-PROT	MGI:87977	Ak1	adenylate kinase 1	protein coding gene
000050596		No associated gene			
000049940		No associated gene			
Q64373	SWISS-PROT	MGI:88139	Bcl2l1	BCL2-like 1	protein coding gene
000050190		No associated gene			
P15379	SWISS-PROT	MGI:88338	Cd44	CD44 antigen	protein coding gene
O88587	SWISS-PROT	MGI:88470	Comt	catechol-O-methyltransferase	protein coding gene
000037136		No associated gene			
P06797	SWISS-PROT	MGI:88564	Ctsl	cathepsin L	protein coding gene
Q62151	SWISS-PROT	MGI:893592	Ager	advanced glycosylation end product-specific receptor	protein coding gene
000045351		No associated gene			
000045357		No associated gene			
000045355		No associated gene			
000045367		No associated gene			
Q60748	SWISS-PROT	MGI:894312	Crhr2	corticotropin releasing hormone receptor 2	protein coding gene
O55203	SWISS-PROT	MGI:894670	Ldb2	LIM domain binding 2	protein coding gene
000049834		No associated gene			
000049838		No associated gene			
000049833		No associated gene			
P61168	SWISS-PROT	MGI:94924	Drd2	dopamine receptor D2	protein coding gene
P30728	SWISS-PROT	MGI:94925	Drd3	dopamine receptor D3	protein coding gene
P08152	SWISS-PROT	MGI:95296	Egr2	early growth response 2	protein coding gene
000037245		No associated gene			
000044848		No associated gene			
000044847		No associated gene			
P49772	SWISS-PROT	MGI:95560	Flt3l	FMS-like tyrosine kinase 3 ligand	protein coding gene
P17679	SWISS-PROT	MGI:95661	Gata1	GATA binding protein 1	protein coding gene
Q91XP5	SWISS-PROT	MGI:95749	Glra3	glycine receptor, alpha 3 subunit	protein coding gene
000044498		No associated gene			
P39087	SWISS-PROT	MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	protein coding gene
P35438	SWISS-PROT	MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	protein coding gene
P06537	SWISS-PROT	MGI:95824	Nr3c1	nuclear receptor subfamily 3, group C, member 1	protein coding gene
000044840		No associated gene			
000044843		No associated gene			
000044821		No associated gene			
P17710	SWISS-PROT	MGI:96103	Hk1	hexokinase 1	protein coding gene
P09631	SWISS-PROT	MGI:96180	Hoxa9	homeobox A9	protein coding gene
000050395		No associated gene			
000044494		No associated gene			
000044511		No associated gene			
000035707		No associated gene			
000035709		No associated gene			
000045524		No associated gene			
000045525		No associated gene			
P26952	SWISS-PROT	MGI:96553	Il3ra	interleukin 3 receptor, alpha chain	protein coding gene
Q61739	SWISS-PROT	MGI:96605	Itga6	integrin alpha 6	protein coding gene
P09055	SWISS-PROT	MGI:96610	Itgb1	integrin beta 1 (fibronectin receptor beta)	protein coding gene
Q61762	SWISS-PROT	MGI:96662	Kcna5	potassium voltage-gated channel, shaker-related subfamily, member 5	protein coding gene
Q04859	SWISS-PROT	MGI:96913	Mak	male germ cell-associated kinase	protein coding gene
P33434	SWISS-PROT	MGI:97009	Mmp2	matrix metallopeptidase 2	protein coding gene
P23708	SWISS-PROT	MGI:97316	Nfya	nuclear transcription factor-Y alpha	protein coding gene
P15209	SWISS-PROT	MGI:97384	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2	protein coding gene
000037287		No associated gene			
P63015	SWISS-PROT	MGI:97490	Pax6	paired box 6	protein coding gene
O35317	SWISS-PROT	MGI:97496	Pbx3	pre B cell leukemia homeobox 3	protein coding gene
Q04592	SWISS-PROT	MGI:97515	Pcsk5	proprotein convertase subtilisin/kexin type 5	protein coding gene
Q08481	SWISS-PROT	MGI:97537	Pecam1	platelet/endothelial cell adhesion molecule 1	protein coding gene
P47857	SWISS-PROT	MGI:97548	Pfkm	phosphofructokinase, muscle	protein coding gene
Q9JJV2	SWISS-PROT	MGI:97550	Pfn2	profilin 2	protein coding gene
Q00175	SWISS-PROT	MGI:97567	Pgr	progesterone receptor	protein coding gene
P52480	SWISS-PROT	MGI:97591	Pkm	pyruvate kinase, muscle	protein coding gene
P68404	SWISS-PROT	MGI:97596	Prkcb	protein kinase C, beta	protein coding gene
000045530		No associated gene			
Q8R3B1	SWISS-PROT	MGI:97614	Plcd1	phospholipase C, delta 1	protein coding gene
P60202	SWISS-PROT	MGI:97623	Plp1	proteolipid protein (myelin) 1	protein coding gene
P37238	SWISS-PROT	MGI:97747	Pparg	peroxisome proliferator activated receptor gamma	protein coding gene
P15331	SWISS-PROT	MGI:97774	Prph	peripherin	protein coding gene
P30557	SWISS-PROT	MGI:97795	Ptger3	prostaglandin E receptor 3 (subtype EP3)	protein coding gene
000050324		No associated gene			
Q9ET01	SWISS-PROT	MGI:97829	Pygl	liver glycogen phosphorylase	protein coding gene
Q9QYS9	SWISS-PROT	MGI:97837	Qki	quaking, KH domain containing RNA binding	protein coding gene
000037786		No associated gene			
000037785		No associated gene			
P11416	SWISS-PROT	MGI:97856	Rara	retinoic acid receptor, alpha	protein coding gene
P22605	SWISS-PROT	MGI:97857	Rarb	retinoic acid receptor, beta	protein coding gene
P18911	SWISS-PROT	MGI:97858	Rarg	retinoic acid receptor, gamma	protein coding gene
000050222		No associated gene			
P06281	SWISS-PROT	MGI:97898	Ren1	renin 1 structural	protein coding gene
P35546	SWISS-PROT	MGI:97902	Ret	ret proto-oncogene	protein coding gene
P28700	SWISS-PROT	MGI:98214	Rxra	retinoid X receptor alpha	protein coding gene
P28704	SWISS-PROT	MGI:98215	Rxrb	retinoid X receptor beta	protein coding gene
P28705	SWISS-PROT	MGI:98216	Rxrg	retinoid X receptor gamma	protein coding gene
000049831		No associated gene			
Q9JJV9	SWISS-PROT	MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	protein coding gene
000037269		No associated gene			
P60879	SWISS-PROT	MGI:98331	Snap25	synaptosomal-associated protein 25	protein coding gene
P35710	SWISS-PROT	MGI:98367	Sox5	SRY (sex determining region Y)-box 5	protein coding gene
P14719	SWISS-PROT	MGI:98427	Il1rl1	interleukin 1 receptor-like 1	protein coding gene
O88935	SWISS-PROT	MGI:98460	Syn1	synapsin I	protein coding gene
P25976	SWISS-PROT	MGI:98512	Ubtf	upstream binding transcription factor, RNA polymerase I	protein coding gene
O08710	SWISS-PROT	MGI:98733	Tg	thyroglobulin	protein coding gene
P63058	SWISS-PROT	MGI:98742	Thra	thyroid hormone receptor alpha	protein coding gene
P22561	SWISS-PROT	MGI:98968	Wt1	WT1 transcription factor	protein coding gene
O35426	SWISS-PROT	MGI:98970	Xbp1	X-box binding protein 1	protein coding gene
Q61985	SWISS-PROT	MGI:99421	Nfe2l1	nuclear factor, erythroid derived 2,-like 1	protein coding gene
000049793		No associated gene			
000049795		No associated gene			
000049791		No associated gene			
Q60636	SWISS-PROT	MGI:99655	Prdm1	PR domain containing 1, with ZNF domain	protein coding gene
000045550		No associated gene			
Q07813	SWISS-PROT	MGI:99702	Bax	BCL2-associated X protein	protein coding gene
P18581	SWISS-PROT	MGI:99828	Slc7a2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	protein coding gene
Q08775	SWISS-PROT	MGI:99829	Runx2	runt related transcription factor 2	protein coding gene
Q9Z2D6	SWISS-PROT	MGI:99918	Mecp2	methyl CpG binding protein 2	protein coding gene
Q08460	SWISS-PROT	MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	protein coding gene
