#SUBMITTED ID	FBID_KEY	NAME	SYMBOL
FBgn0262366	FBgn0262366	-	CG43064
FBgn0262476	FBgn0262476	-	CG43066
FBgn0262478	FBgn0262478	-	CG43068
FBgn0262481	FBgn0262481	-	CG43071
FBgn0262482	FBgn0262482	-	CG43072
FBgn0262485	FBgn0262485	-	CG43075
FBgn0262486	FBgn0262486	-	CG43076
FBgn0262487	FBgn0262487	-	CG43077
FBgn0262528	FBgn0262528	-	CG43082
FBgn0262529	FBgn0262529	-	CG43083
FBgn0262530	FBgn0262530	-	CG43084
FBgn0262534	FBgn0262534	-	CG43088
FBgn0262535	FBgn0262535	-	CG43089
FBgn0262536	FBgn0262536	-	CG43090
FBgn0262537	FBgn0262537	-	CG43091
FBgn0262538	FBgn0262538	-	CG43092
FBgn0262539	FBgn0262539	-	CG43093
FBgn0262540	FBgn0262540	-	CG43094
FBgn0262541	FBgn0262541	-	CG43095
FBgn0262544	FBgn0262544	-	CG43098
FBgn0262547	FBgn0262547	-	CG43101
FBgn0262562	FBgn0262562	-	CG43102
FBgn0262563	FBgn0262563	-	CG43103
FBgn0262566	FBgn0262566	-	CG43106
FBgn0262567	FBgn0262567	-	CG43107
FBgn0262569	FBgn0262569	-	CG43109
FBgn0262570	FBgn0262570	-	CG43110
FBgn0262571	FBgn0262571	-	CG43111
FBgn0262572	FBgn0262572	-	CG43112
FBgn0262574	FBgn0262574	-	CG43114
FBgn0262575	FBgn0262575	-	CG43115
FBgn0262576	FBgn0262576	-	CG43116
FBgn0262577	FBgn0262577	-	CG43117
FBgn0262580	FBgn0262580	-	CG43120
FBgn0262581	FBgn0262581	-	CG43121
FBgn0262583	FBgn0262583	-	CG43123
FBgn0262587	FBgn0262587	-	CG43124
FBgn0262588	FBgn0262588	-	CG43125
FBgn0025632	FBgn0025632	-	CG4313
FBgn0262605	FBgn0262605	-	CG43131
FBgn0262607	FBgn0262607	-	CG43133
FBgn0262608	FBgn0262608	-	CG43134
FBgn0262609	FBgn0262609	-	CG43135
FBgn0262611	FBgn0262611	-	CG43137
FBgn0262612	FBgn0262612	-	CG43138
FBgn0262613	FBgn0262613	-	CG43139
FBgn0262621	FBgn0262621	-	CG43145
FBgn0262623	FBgn0262623	-	CG43147
FBgn0262679	FBgn0262679	-	CG43149
FBgn0262683	FBgn0262683	-	CG43153
FBgn0262685	FBgn0262685	-	CG43155
FBgn0262686	FBgn0262686	-	CG43156
FBgn0262719	FBgn0262719	-	CG43163
FBgn0262721	FBgn0262721	-	CG43165
FBgn0262786	FBgn0262786	-	CG43167
FBgn0262787	FBgn0262787	-	CG43168
FBgn0262788	FBgn0262788	-	CG43169
FBgn0262794	FBgn0262794	-	CG43175
FBgn0262808	FBgn0262808	-	CG43179
FBgn0030455	FBgn0030455	-	CG4318
FBgn0262810	FBgn0262810	-	CG43181
FBgn0262811	FBgn0262811	-	CG43182
FBgn0262814	FBgn0262814	-	CG43185
FBgn0262816	FBgn0262816	-	CG43187
FBgn0262819	FBgn0262819	-	CG43190
FBgn0262820	FBgn0262820	-	CG43191
FBgn0262821	FBgn0262821	-	CG43192
FBgn0262824	FBgn0262824	-	CG43195
FBgn0262827	FBgn0262827	-	CG43198
FBgn0262839	FBgn0262839	-	CG43203
FBgn0262840	FBgn0262840	-	CG43204
FBgn0262843	FBgn0262843	-	CG43207
FBgn0262844	FBgn0262844	-	CG43208
FBgn0262845	FBgn0262845	-	CG43209
FBgn0262846	FBgn0262846	-	CG43210
FBgn0262854	FBgn0262854	-	CG43218
FBgn0262855	FBgn0262855	-	CG43219
FBgn0262856	FBgn0262856	-	CG43220
FBgn0262857	FBgn0262857	-	CG43221
FBgn0262874	FBgn0262874	-	CG43229
FBgn0262875	FBgn0262875	-	CG43230
FBgn0262876	FBgn0262876	-	CG43231
FBgn0262877	FBgn0262877	-	CG43232
FBgn0262878	FBgn0262878	-	CG43233
FBgn0262882	FBgn0262882	-	CG43237
FBgn0034956	FBgn0034956	-	CG4324
FBgn0262889	FBgn0262889	-	CG43244
FBgn0262890	FBgn0262890	-	CG43245
FBgn0262891	FBgn0262891	-	CG43246
FBgn0262893	FBgn0262893	-	CG43248
FBgn0262894	FBgn0262894	-	CG43249
FBgn0026878	FBgn0026878	-	CG4325
FBgn0262896	FBgn0262896	-	CG43251
FBgn0262899	FBgn0262899	-	CG43254
FBgn0262900	FBgn0262900	-	CG43255
FBgn0262948	FBgn0262948	-	CG43267
FBgn0262960	FBgn0262960	-	CG43271
FBgn0262961	FBgn0262961	-	CG43272
FBgn0262962	FBgn0262962	-	CG43273
FBgn0262966	FBgn0262966	-	CG43277
FBgn0036274	FBgn0036274	-	CG4328
FBgn0262980	FBgn0262980	-	CG43288
FBgn0262982	FBgn0262982	-	CG43290
FBgn0262983	FBgn0262983	-	CG43291
FBgn0262985	FBgn0262985	-	CG43293
FBgn0262986	FBgn0262986	-	CG43294
FBgn0262988	FBgn0262988	-	CG43296
FBgn0263000	FBgn0263000	-	CG43308
FBgn0263004	FBgn0263004	-	CG43312
FBgn0263020	FBgn0263020	-	CG43315
FBgn0263021	FBgn0263021	-	CG43316
FBgn0263022	FBgn0263022	-	CG43317
FBgn0263023	FBgn0263023	-	CG43318
FBgn0263024	FBgn0263024	-	CG43319
FBgn0030456	FBgn0030456	-	CG4332
FBgn0263026	FBgn0263026	-	CG43321
FBgn0263027	FBgn0263027	-	CG43322
FBgn0263029	FBgn0263029	-	CG43324
FBgn0263030	FBgn0263030	-	CG43325
FBgn0263031	FBgn0263031	-	CG43326
FBgn0263032	FBgn0263032	-	CG43327
FBgn0263033	FBgn0263033	-	CG43328
FBgn0263034	FBgn0263034	-	CG43329
FBgn0263035	FBgn0263035	-	CG43330
FBgn0263036	FBgn0263036	-	CG43331
FBgn0263037	FBgn0263037	-	CG43332
FBgn0263040	FBgn0263040	-	CG43335
FBgn0263041	FBgn0263041	-	CG43336
FBgn0263079	FBgn0263079	-	CG43338
FBgn0263078	FBgn0263078	-	CG43339
FBgn0263046	FBgn0263046	-	CG43341
FBgn0263047	FBgn0263047	-	CG43342
FBgn0263050	FBgn0263050	-	CG43345
FBgn0263051	FBgn0263051	-	CG43346
FBgn0263072	FBgn0263072	-	CG43347
FBgn0263080	FBgn0263080	-	CG43348
FBgn0263081	FBgn0263081	-	CG43349
FBgn0263082	FBgn0263082	-	CG43350
FBgn0263083	FBgn0263083	-	CG43351
FBgn0263086	FBgn0263086	-	CG43354
FBgn0263094	FBgn0263094	-	CG43362
FBgn0263109	FBgn0263109	-	CG43366
FBgn0263114	FBgn0263114	-	CG43371
FBgn0263131	FBgn0263131	-	CG43373
FBgn0263206	FBgn0263206	-	CG43376
FBgn0038313	FBgn0038313	-	CG4338
FBgn0263216	FBgn0263216	-	CG43386
FBgn0263247	FBgn0263247	-	CG43390
FBgn0263248	FBgn0263248	-	CG43391
FBgn0263249	FBgn0263249	-	CG43392
FBgn0263250	FBgn0263250	-	CG43393
FBgn0263256	FBgn0263256	-	CG43394
FBgn0263270	FBgn0263270	-	CG43396
FBgn0263271	FBgn0263271	-	CG43397
FBgn0263314	FBgn0263314	-	CG43400
FBgn0263320	FBgn0263320	-	CG43401
FBgn0263321	FBgn0263321	-	CG43402
FBgn0263322	FBgn0263322	-	CG43403
FBgn0263326	FBgn0263326	-	CG43407
FBgn0263386	FBgn0263386	-	CG43438
FBgn0263387	FBgn0263387	-	CG43439
FBgn0263399	FBgn0263399	-	CG43445
FBgn0263401	FBgn0263401	-	CG43447
FBgn0263402	FBgn0263402	-	CG43448
FBgn0263403	FBgn0263403	-	CG43449
FBgn0263404	FBgn0263404	-	CG43450
FBgn0263596	FBgn0263596	-	CG43618
FBgn0263621	FBgn0263621	-	CG43630
FBgn0263647	FBgn0263647	-	CG43638
FBgn0032138	FBgn0032138	-	CG4364
FBgn0263654	FBgn0263654	-	CG43645
FBgn0263655	FBgn0263655	-	CG43646
FBgn0263656	FBgn0263656	-	CG43647
FBgn0263706	FBgn0263706	-	CG43658
FBgn0263707	FBgn0263707	-	CG43659
FBgn0263747	FBgn0263747	-	CG43672
FBgn0263748	FBgn0263748	-	CG43673
FBgn0263760	FBgn0263760	-	CG43677
FBgn0263761	FBgn0263761	-	CG43678
FBgn0263762	FBgn0263762	-	CG43679
FBgn0263763	FBgn0263763	-	CG43680
FBgn0263772	FBgn0263772	-	CG43689
FBgn0263774	FBgn0263774	-	CG43691
FBgn0263776	FBgn0263776	-	CG43693
FBgn0263777	FBgn0263777	-	CG43694
FBgn0263841	FBgn0263841	-	CG43702
FBgn0263842	FBgn0263842	-	CG43703
FBgn0263846	FBgn0263846	-	CG43707
FBgn0263848	FBgn0263848	-	CG43709
FBgn0263849	FBgn0263849	-	CG43710
FBgn0034665	FBgn0034665	-	CG4372
FBgn0263971	FBgn0263971	-	CG43725
FBgn0263982	FBgn0263982	-	CG43731
FBgn0263983	FBgn0263983	-	CG43732
FBgn0263996	FBgn0263996	-	CG43739
FBgn0039078	FBgn0039078	-	CG4374
FBgn0263997	FBgn0263997	-	CG43740
FBgn0263999	FBgn0263999	-	CG43742
FBgn0264081	FBgn0264081	-	CG43750
FBgn0264086	FBgn0264086	-	CG43755
FBgn0264260	FBgn0264260	-	CG43760
FBgn0264295	FBgn0264295	-	CG43773
FBgn0264296	FBgn0264296	-	CG43774
FBgn0264297	FBgn0264297	-	CG43775
FBgn0264298	FBgn0264298	-	CG43776
FBgn0264299	FBgn0264299	-	CG43777
FBgn0264301	FBgn0264301	-	CG43779
FBgn0264305	FBgn0264305	-	CG43783
FBgn0264309	FBgn0264309	-	CG43784
FBgn0264329	FBgn0264329	-	CG43788
FBgn0264330	FBgn0264330	-	CG43789
FBgn0264339	FBgn0264339	-	CG43795
FBgn0264340	FBgn0264340	-	CG43796
FBgn0264342	FBgn0264342	-	CG43798
FBgn0264343	FBgn0264343	-	CG43799
FBgn0264344	FBgn0264344	-	CG43800
FBgn0264361	FBgn0264361	-	CG43813
FBgn0264362	FBgn0264362	-	CG43814
FBgn0264363	FBgn0264363	-	CG43815
FBgn0264364	FBgn0264364	-	CG43816
FBgn0032132	FBgn0032132	-	CG4382
FBgn0264377	FBgn0264377	-	CG43829
FBgn0264393	FBgn0264393	-	CG43841
FBgn0264395	FBgn0264395	-	CG43843
FBgn0264426	FBgn0264426	-	CG43844
FBgn0264432	FBgn0264432	-	CG43850
FBgn0264433	FBgn0264433	-	CG43851
FBgn0264449	FBgn0264449	-	CG43867
FBgn0264472	FBgn0264472	-	CG43880
FBgn0264478	FBgn0264478	-	CG43886
FBgn0264486	FBgn0264486	-	CG43894
FBgn0264487	FBgn0264487	-	CG43895
FBgn0264488	FBgn0264488	-	CG43896
FBgn0264489	FBgn0264489	-	CG43897
FBgn0038771	FBgn0038771	-	CG4390
FBgn0264502	FBgn0264502	-	CG43901
FBgn0264516	FBgn0264516	-	CG43915
FBgn0264540	FBgn0264540	-	CG43919
FBgn0264541	FBgn0264541	-	CG43920
FBgn0264543	FBgn0264543	-	CG43922
FBgn0264544	FBgn0264544	-	CG43923
FBgn0264545	FBgn0264545	-	CG43924
FBgn0264546	FBgn0264546	-	CG43925
FBgn0264552	FBgn0264552	-	CG43931
FBgn0264563	FBgn0264563	-	CG43935
FBgn0264566	FBgn0264566	-	CG43938
FBgn0264605	FBgn0264605	-	CG43954
FBgn0264696	FBgn0264696	-	CG43965
FBgn0264699	FBgn0264699	-	CG43968
FBgn0264711	FBgn0264711	-	CG43980
FBgn0264714	FBgn0264714	-	CG43982
FBgn0264725	FBgn0264725	-	CG43993
FBgn0264738	FBgn0264738	-	CG43996
FBgn0264739	FBgn0264739	-	CG43997
FBgn0264741	FBgn0264741	-	CG43999
FBgn0264742	FBgn0264742	-	CG44000
FBgn0264743	FBgn0264743	-	CG44001
FBgn0264744	FBgn0264744	-	CG44002
FBgn0264750	FBgn0264750	-	CG44008
FBgn0264775	FBgn0264775	-	CG44013
FBgn0264776	FBgn0264776	-	CG44014
FBgn0264829	FBgn0264829	-	CG44037
FBgn0264830	FBgn0264830	-	CG44038
FBgn0030432	FBgn0030432	-	CG4404
FBgn0264832	FBgn0264832	-	CG44040
FBgn0264836	FBgn0264836	-	CG44044
FBgn0039073	FBgn0039073	-	CG4408
FBgn0264897	FBgn0264897	-	CG44088
FBgn0264899	FBgn0264899	-	CG44090
FBgn0264903	FBgn0264903	-	CG44094
FBgn0264907	FBgn0264907	-	CG44098
FBgn0264911	FBgn0264911	-	CG44102
FBgn0264988	FBgn0264988	-	CG44139
FBgn0264989	FBgn0264989	-	CG44140
FBgn0264990	FBgn0264990	-	CG44141
FBgn0264991	FBgn0264991	-	CG44142
FBgn0265002	FBgn0265002	-	CG44153
FBgn0265041	FBgn0265041	-	CG44158
FBgn0265046	FBgn0265046	-	CG44163
FBgn0265063	FBgn0265063	-	CG44174
FBgn0265083	FBgn0265083	-	CG44194
FBgn0265084	FBgn0265084	-	CG44195
FBgn0265158	FBgn0265158	-	CG44227
FBgn0038765	FBgn0038765	-	CG4424
FBgn0265177	FBgn0265177	-	CG44242
FBgn0265180	FBgn0265180	-	CG44245
FBgn0265182	FBgn0265182	-	CG44247
FBgn0265184	FBgn0265184	-	CG44249
FBgn0265185	FBgn0265185	-	CG44250
FBgn0265186	FBgn0265186	-	CG44251
FBgn0265188	FBgn0265188	-	CG44253
FBgn0265197	FBgn0265197	-	CG44257
FBgn0265199	FBgn0265199	-	CG44259
FBgn0265201	FBgn0265201	-	CG44261
FBgn0265256	FBgn0265256	-	CG44270
FBgn0265257	FBgn0265257	-	CG44271
FBgn0265313	FBgn0265313	-	CG44286
FBgn0265317	FBgn0265317	-	CG44290
FBgn0265362	FBgn0265362	-	CG44303
FBgn0265373	FBgn0265373	-	CG44314
FBgn0265413	FBgn0265413	-	CG44325
FBgn0265417	FBgn0265417	-	CG44329
FBgn0265429	FBgn0265429	-	CG44341
FBgn0265455	FBgn0265455	-	CG44355
FBgn0265469	FBgn0265469	-	CG44362
FBgn0032115	FBgn0032115	-	CG4438
FBgn0265535	FBgn0265535	-	CG44385
FBgn0265576	FBgn0265576	-	CG44403
FBgn0265578	FBgn0265578	-	CG44405
FBgn0265579	FBgn0265579	-	CG44406
FBgn0265595	FBgn0265595	-	CG44422
FBgn0265608	FBgn0265608	-	CG44426
FBgn0265610	FBgn0265610	-	CG44428
FBgn0265629	FBgn0265629	-	CG44437
FBgn0265631	FBgn0265631	-	CG44438
FBgn0265632	FBgn0265632	-	CG44439
FBgn0265668	FBgn0265668	-	CG44475
FBgn0265669	FBgn0265669	-	CG44476
FBgn0265670	FBgn0265670	-	CG44477
FBgn0265714	FBgn0265714	-	CG44521
FBgn0265725	FBgn0265725	-	CG44532
FBgn0265762	FBgn0265762	-	CG44569
FBgn0265785	FBgn0265785	-	CG44574
FBgn0038753	FBgn0038753	-	CG4459
FBgn0035982	FBgn0035982	-	CG4461
FBgn0038752	FBgn0038752	-	CG4462
FBgn0265833	FBgn0265833	-	CG44622
FBgn0265834	FBgn0265834	-	CG44623
FBgn0265835	FBgn0265835	-	CG44624
FBgn0265836	FBgn0265836	-	CG44625
FBgn0038750	FBgn0038750	-	CG4465
FBgn0039064	FBgn0039064	-	CG4467
FBgn0035969	FBgn0035969	-	CG4476
FBgn0035971	FBgn0035971	-	CG4477
FBgn0266000	FBgn0266000	-	CG44774
FBgn0266047	FBgn0266047	-	CG44812
FBgn0266050	FBgn0266050	-	CG44815
FBgn0035970	FBgn0035970	-	CG4483
FBgn0266099	FBgn0266099	-	CG44836
FBgn0266100	FBgn0266100	-	CG44837
FBgn0266163	FBgn0266163	-	CG44869
FBgn0266259	FBgn0266259	-	CG44954
FBgn0031894	FBgn0031894	-	CG4496
FBgn0031895	FBgn0031895	-	CG4497
FBgn0266354	FBgn0266354	-	CG45002
FBgn0266363	FBgn0266363	-	CG45011
FBgn0266364	FBgn0266364	-	CG45012
FBgn0266409	FBgn0266409	-	CG45049
FBgn0266430	FBgn0266430	-	CG45060
FBgn0266431	FBgn0266431	-	CG45061
FBgn0266432	FBgn0266432	-	CG45062
FBgn0266433	FBgn0266433	-	CG45063
FBgn0266434	FBgn0266434	-	CG45064
FBgn0266435	FBgn0266435	-	CG45065
FBgn0266436	FBgn0266436	-	CG45066
FBgn0266437	FBgn0266437	-	CG45067
FBgn0266439	FBgn0266439	-	CG45069
FBgn0266441	FBgn0266441	-	CG45071
FBgn0266442	FBgn0266442	-	CG45072
FBgn0266443	FBgn0266443	-	CG45073
FBgn0266445	FBgn0266445	-	CG45075
FBgn0266446	FBgn0266446	-	CG45076
FBgn0266448	FBgn0266448	-	CG45078
FBgn0266454	FBgn0266454	-	CG45079
FBgn0266455	FBgn0266455	-	CG45080
FBgn0266456	FBgn0266456	-	CG45081
FBgn0266459	FBgn0266459	-	CG45084
FBgn0266486	FBgn0266486	-	CG45085
FBgn0266487	FBgn0266487	-	CG45086
FBgn0266488	FBgn0266488	-	CG45087
FBgn0266489	FBgn0266489	-	CG45088
FBgn0266490	FBgn0266490	-	CG45089
FBgn0266525	FBgn0266525	-	CG45092
FBgn0266534	FBgn0266534	-	CG45095
FBgn0266538	FBgn0266538	-	CG45099
FBgn0266539	FBgn0266539	-	CG45100
FBgn0266540	FBgn0266540	-	CG45101
FBgn0266566	FBgn0266566	-	CG45105
FBgn0266591	FBgn0266591	-	CG45116
FBgn0266615	FBgn0266615	-	CG45122
FBgn0266647	FBgn0266647	-	CG45154
FBgn0038355	FBgn0038355	-	CG4520
FBgn0266745	FBgn0266745	-	CG45218
FBgn0266845	FBgn0266845	-	CG45307
FBgn0032153	FBgn0032153	-	CG4537
FBgn0266962	FBgn0266962	-	CG45413
FBgn0266977	FBgn0266977	-	CG45428
FBgn0038373	FBgn0038373	-	CG4546
FBgn0267042	FBgn0267042	-	CG45486
FBgn0267043	FBgn0267043	-	CG45487
FBgn0267044	FBgn0267044	-	CG45488
FBgn0267045	FBgn0267045	-	CG45489
FBgn0267046	FBgn0267046	-	CG45490
FBgn0267047	FBgn0267047	-	CG45491
FBgn0267048	FBgn0267048	-	CG45492
FBgn0267049	FBgn0267049	-	CG45493
FBgn0267050	FBgn0267050	-	CG45494
FBgn0267104	FBgn0267104	-	CG45544
FBgn0267105	FBgn0267105	-	CG45545
FBgn0267106	FBgn0267106	-	CG45546
FBgn0267163	FBgn0267163	-	CG45603
FBgn0035006	FBgn0035006	-	CG4563
FBgn0037841	FBgn0037841	-	CG4565
FBgn0267236	FBgn0267236	-	CG45676
FBgn0267254	FBgn0267254	-	CG45690
FBgn0267255	FBgn0267255	-	CG45691
FBgn0037844	FBgn0037844	-	CG4570
FBgn0038738	FBgn0038738	-	CG4572
FBgn0038366	FBgn0038366	-	CG4576
FBgn0039344	FBgn0039344	-	CG4582
FBgn0029924	FBgn0029924	-	CG4586
FBgn0032162	FBgn0032162	-	CG4592
FBgn0032161	FBgn0032161	-	CG4594
FBgn0035594	FBgn0035594	-	CG4597
FBgn0032160	FBgn0032160	-	CG4598
FBgn0267689	FBgn0267689	-	CG46025
FBgn0029932	FBgn0029932	-	CG4607
FBgn0034735	FBgn0034735	-	CG4610
FBgn0035591	FBgn0035591	-	CG4611
FBgn0035016	FBgn0035016	-	CG4612
FBgn0036427	FBgn0036427	-	CG4613
FBgn0029935	FBgn0029935	-	CG4615
FBgn0029936	FBgn0029936	-	CG4617
FBgn0267903	FBgn0267903	-	CG46191
FBgn0267904	FBgn0267904	-	CG46192
FBgn0267905	FBgn0267905	-	CG46193
FBgn0035021	FBgn0035021	-	CG4622
FBgn0283439	FBgn0283439	-	CG46281
FBgn0031299	FBgn0031299	-	CG4629
FBgn0033809	FBgn0033809	-	CG4630
FBgn0283651	FBgn0283651	-	CG46301
FBgn0032590	FBgn0032590	-	CG4631
FBgn0285963	FBgn0285963	-	CG46339
FBgn0286741	FBgn0286741	-	CG46383
FBgn0286778	FBgn0286778	-	CG46385
FBgn0286930	FBgn0286930	-	CG46427
FBgn0030435	FBgn0030435	-	CG4645
FBgn0287589	FBgn0287589	-	CG46459
FBgn0033810	FBgn0033810	-	CG4646
FBgn0287631	FBgn0287631	-	CG46491
FBgn0032549	FBgn0032549	-	CG4650
FBgn0030776	FBgn0030776	-	CG4653
FBgn0030429	FBgn0030429	-	CG4661
FBgn0029838	FBgn0029838	-	CG4666
FBgn0035598	FBgn0035598	-	CG4669
FBgn0033815	FBgn0033815	-	CG4676
FBgn0030778	FBgn0030778	-	CG4678
FBgn0069913	FBgn0069913	-	CG4681
FBgn0028868	FBgn0028868	-	CG4701
FBgn0039029	FBgn0039029	-	CG4704
FBgn0035036	FBgn0035036	-	CG4707
FBgn0032169	FBgn0032169	-	CG4709
FBgn0033819	FBgn0033819	-	CG4714
FBgn0039355	FBgn0039355	-	CG4730
FBgn0038744	FBgn0038744	-	CG4733
FBgn0033826	FBgn0033826	-	CG4734
FBgn0039357	FBgn0039357	-	CG4743
FBgn0033834	FBgn0033834	-	CG4744
FBgn0032348	FBgn0032348	-	CG4751
FBgn0034733	FBgn0034733	-	CG4752
FBgn0027584	FBgn0027584	-	CG4757
FBgn0027546	FBgn0027546	-	CG4766
FBgn0038751	FBgn0038751	-	CG4770
FBgn0030792	FBgn0030792	-	CG4789
FBgn0028514	FBgn0028514	-	CG4793
FBgn0260456	FBgn0260456	-	CG4806
FBgn0039568	FBgn0039568	-	CG4815
FBgn0037876	FBgn0037876	-	CG4820
FBgn0031220	FBgn0031220	-	CG4822
FBgn0030796	FBgn0030796	-	CG4829
FBgn0037996	FBgn0037996	-	CG4830
FBgn0035607	FBgn0035607	-	CG4835
FBgn0032187	FBgn0032187	-	CG4839
FBgn0036620	FBgn0036620	-	CG4842
FBgn0039566	FBgn0039566	-	CG4849
FBgn0034230	FBgn0034230	-	CG4853
FBgn0038766	FBgn0038766	-	CG4854
FBgn0037999	FBgn0037999	-	CG4860
FBgn0034232	FBgn0034232	-	CG4866
FBgn0030799	FBgn0030799	-	CG4872
FBgn0030803	FBgn0030803	-	CG4880
FBgn0031318	FBgn0031318	-	CG4887
FBgn0031319	FBgn0031319	-	CG4896
FBgn0039010	FBgn0039010	-	CG4907
FBgn0035959	FBgn0035959	-	CG4911
FBgn0036436	FBgn0036436	-	CG4914
FBgn0034139	FBgn0034139	-	CG4927
FBgn0027556	FBgn0027556	-	CG4928
FBgn0028897	FBgn0028897	-	CG4935
FBgn0035960	FBgn0035960	-	CG4942
FBgn0034137	FBgn0034137	-	CG4945
FBgn0039563	FBgn0039563	-	CG4951
FBgn0032204	FBgn0032204	-	CG4953
FBgn0030814	FBgn0030814	-	CG4955
FBgn0039370	FBgn0039370	-	CG4956
FBgn0032205	FBgn0032205	-	CG4957
FBgn0039371	FBgn0039371	-	CG4960
FBgn0032214	FBgn0032214	-	CG4968
FBgn0032364	FBgn0032364	-	CG4970
FBgn0032217	FBgn0032217	-	CG4972
FBgn0034266	FBgn0034266	-	CG4975
FBgn0032371	FBgn0032371	-	CG4983
FBgn0034267	FBgn0034267	-	CG4984
FBgn0032372	FBgn0032372	-	CG4988
FBgn0030817	FBgn0030817	-	CG4991
FBgn0032219	FBgn0032219	-	CG4995
FBgn0036612	FBgn0036612	-	CG4998
FBgn0031322	FBgn0031322	-	CG5001
FBgn0034275	FBgn0034275	-	CG5002
FBgn0039554	FBgn0039554	-	CG5003
FBgn0038396	FBgn0038396	-	CG5013
FBgn0035944	FBgn0035944	-	CG5021
FBgn0038774	FBgn0038774	-	CG5023
FBgn0039373	FBgn0039373	-	CG5024
FBgn0035945	FBgn0035945	-	CG5026
FBgn0028744	FBgn0028744	-	CG5033
FBgn0032636	FBgn0032636	-	CG5043
FBgn0029747	FBgn0029747	-	CG5062
FBgn0034145	FBgn0034145	-	CG5065
FBgn0035951	FBgn0035951	-	CG5068
FBgn0039347	FBgn0039347	-	CG5071
FBgn0037005	FBgn0037005	-	CG5078
FBgn0031313	FBgn0031313	-	CG5080
FBgn0035953	FBgn0035953	-	CG5087
FBgn0036784	FBgn0036784	-	CG5103
FBgn0037009	FBgn0037009	-	CG5104
FBgn0039343	FBgn0039343	-	CG5111
FBgn0039341	FBgn0039341	-	CG5112
FBgn0039339	FBgn0039339	-	CG5116
FBgn0032471	FBgn0032471	-	CG5122
FBgn0031320	FBgn0031320	-	CG5126
FBgn0032644	FBgn0032644	-	CG5131
FBgn0036576	FBgn0036576	-	CG5151
FBgn0036575	FBgn0036575	-	CG5157
FBgn0031906	FBgn0031906	-	CG5160
FBgn0030828	FBgn0030828	-	CG5162
FBgn0031907	FBgn0031907	-	CG5171
FBgn0031908	FBgn0031908	-	CG5177
FBgn0031909	FBgn0031909	-	CG5181
FBgn0032247	FBgn0032247	-	CG5188
FBgn0038803	FBgn0038803	-	CG5191
FBgn0038039	FBgn0038039	-	CG5196
FBgn0036994	FBgn0036994	-	CG5199
FBgn0038694	FBgn0038694	-	CG5217
FBgn0038468	FBgn0038468	-	CG5225
FBgn0036565	FBgn0036565	-	CG5235
FBgn0038047	FBgn0038047	-	CG5245
FBgn0038484	FBgn0038484	-	CG5246
FBgn0038691	FBgn0038691	-	CG5250
FBgn0040383	FBgn0040383	-	CG5254
FBgn0038485	FBgn0038485	-	CG5255
FBgn0036988	FBgn0036988	-	CG5262
FBgn0038486	FBgn0038486	-	CG5265
FBgn0034154	FBgn0034154	-	CG5267
FBgn0040382	FBgn0040382	-	CG5273
FBgn0037900	FBgn0037900	-	CG5276
FBgn0035952	FBgn0035952	-	CG5280
FBgn0037902	FBgn0037902	-	CG5281
FBgn0036986	FBgn0036986	-	CG5282
FBgn0038491	FBgn0038491	-	CG5292
FBgn0030575	FBgn0030575	-	CG5321
FBgn0034362	FBgn0034362	-	CG5323
FBgn0038983	FBgn0038983	-	CG5326
FBgn0034363	FBgn0034363	-	CG5327
FBgn0030577	FBgn0030577	-	CG5334
FBgn0034365	FBgn0034365	-	CG5335
FBgn0034925	FBgn0034925	-	CG5339
FBgn0037916	FBgn0037916	-	CG5342
FBgn0030578	FBgn0030578	-	CG5347
FBgn0034156	FBgn0034156	-	CG5348
FBgn0032242	FBgn0032242	-	CG5355
FBgn0037773	FBgn0037773	-	CG5359
FBgn0038974	FBgn0038974	-	CG5377
FBgn0038950	FBgn0038950	-	CG5382
FBgn0038945	FBgn0038945	-	CG5386
FBgn0031327	FBgn0031327	-	CG5397
FBgn0038353	FBgn0038353	-	CG5399
FBgn0039521	FBgn0039521	-	CG5402
FBgn0038354	FBgn0038354	-	CG5404
FBgn0038806	FBgn0038806	-	CG5412
FBgn0032436	FBgn0032436	-	CG5418
FBgn0032476	FBgn0032476	-	CG5439
FBgn0031331	FBgn0031331	-	CG5440
FBgn0032429	FBgn0032429	-	CG5446
FBgn0039427	FBgn0039427	-	CG5447
FBgn0039430	FBgn0039430	-	CG5455
FBgn0038386	FBgn0038386	-	CG5478
FBgn0034364	FBgn0034364	-	CG5493
FBgn0027565	FBgn0027565	-	CG5498
FBgn0002174	FBgn0002174	-	CG5504
FBgn0038054	FBgn0038054	-	CG5509
FBgn0039160	FBgn0039160	-	CG5510
FBgn0038389	FBgn0038389	-	CG5516
FBgn0039466	FBgn0039466	-	CG5521
FBgn0034902	FBgn0034902	-	CG5532
FBgn0036764	FBgn0036764	-	CG5535
FBgn0030603	FBgn0030603	-	CG5541
FBgn0034914	FBgn0034914	-	CG5554
FBgn0038686	FBgn0038686	-	CG5555
FBgn0031335	FBgn0031335	-	CG5565
FBgn0036760	FBgn0036760	-	CG5567
FBgn0035641	FBgn0035641	-	CG5568
FBgn0034919	FBgn0034919	-	CG5569
FBgn0036759	FBgn0036759	-	CG5577
FBgn0035645	FBgn0035645	-	CG5592
FBgn0038058	FBgn0038058	-	CG5608
FBgn0039531	FBgn0039531	-	CG5611
